start,end,start_datetime,end_datetime,duration_buckets,duration_minutes,num_anomalous_buckets,peak_stress_score,peak_stress_score,peak_trade_count,peak_amount_sum,peak_avg_trade_size,total_amount,snapshot_covered,num_snapshot_buckets,max_abs_midpoint_return,max_spread,min_total_depth,max_abs_depth_imbalance,peak_activity_component,peak_liquidity_component,peak_price_component,mean_activity_component,mean_liquidity_component,mean_price_component,dominant_driver,market_file,market_stem
1771012800,1771012800,2026-02-13 20:00:00,2026-02-13 20:00:00,1,1,1,23.573357999727122,23.573357999727122,2.0,8189.0501589999985,4094.5250794999993,8189.0501589999985,True,1,0.10756972111553798,0.01,50774.619999999995,0.33529271120098975,14.649847937076927,2.6197631485039197,6.303746914146274,14.649847937076927,2.6197631485039197,6.303746914146274,activity,1308327_YES.csv,1308327_YES
1771020240,1771020360,2026-02-13 22:04:00,2026-02-13 22:06:00,3,3,3,18.513652329842344,18.513652329842344,8.0,5299.870286,734.0488196666666,7507.266742000001,True,3,0.05323193916349811,0.009,52381.38,0.4369690145620448,14.485614607562805,12.599459146971395,6.507457443085774,8.715952643510475,2.711300198318819,1.9097407193738674,mixed,1308327_YES.csv,1308327_YES
1771025040,1771025040,2026-02-13 23:24:00,2026-02-13 23:24:00,1,1,1,16.28214588406881,16.28214588406881,2.0,926.6209,463.31045,926.6209,True,1,0.07664233576642321,0.005,14862.23,0.3312968511454876,3.563436297633384,5.817595712289536,6.901113874145892,3.563436297633384,5.817595712289536,6.901113874145892,price_dislocation,1308327_YES.csv,1308327_YES
1771049340,1771049340,2026-02-14 06:09:00,2026-02-14 06:09:00,1,1,1,16.244199299124364,16.244199299124364,11.0,1169.729198,106.339018,1169.729198,True,1,0.05970149253731338,0.005,17664.54,0.5073067286212944,8.33795339423348,7.404465855828069,0.5017800490628175,8.33795339423348,7.404465855828069,0.5017800490628175,mixed,1308327_YES.csv,1308327_YES
1771058880,1771058880,2026-02-14 08:48:00,2026-02-14 08:48:00,1,1,1,15.877774973400712,15.877774973400712,16.0,37.61853,2.351158125,37.61853,True,1,0.11904761904761907,0.001,60289.11,0.8852366538500901,5.289086000156495,6.937111183093718,3.6515777901504984,5.289086000156495,6.937111183093718,3.6515777901504984,liquidity,1308327_YES.csv,1308327_YES
1771043940,1771043940,2026-02-14 04:39:00,2026-02-14 04:39:00,1,1,1,15.648609082044146,15.648609082044146,7.0,966.99948,138.14278285714286,966.99948,True,1,0.31950207468879666,0.016,8571.32,0.8181563633139354,5.805695630207498,3.375361621654333,6.467551830182317,5.805695630207498,3.375361621654333,6.467551830182317,mixed,1308327_YES.csv,1308327_YES
1771114320,1771114320,2026-02-15 00:12:00,2026-02-15 00:12:00,1,1,1,14.998756749286423,14.998756749286423,1.0,100.0,100.0,100.0,True,1,0.16666666666666663,0.002,1901936.0499999998,0.8869768307930228,10.344037319896938,1.488332581013208,3.1663868483762787,10.344037319896938,1.488332581013208,3.1663868483762787,activity,1308327_YES.csv,1308327_YES
1771083360,1771083360,2026-02-14 15:36:00,2026-02-14 15:36:00,1,1,1,14.102857908596556,14.102857908596556,1.0,441.86254,441.86254,441.86254,True,1,0.0,0.001,131105.38,0.48753331098998376,12.477338044424659,2.147917410628888,-0.5223975464569921,12.477338044424659,2.147917410628888,-0.5223975464569921,activity,1308327_YES.csv,1308327_YES
1771041600,1771041600,2026-02-14 04:00:00,2026-02-14 04:00:00,1,1,1,14.081557443568258,14.081557443568258,3.0,2239.042519,746.3475063333334,2239.042519,True,1,0.0658436213991771,0.017,6363.99,0.31712966236590573,8.462222473843045,3.441527121276821,2.177807848448393,8.462222473843045,3.441527121276821,2.177807848448393,activity,1308327_YES.csv,1308327_YES
1771007940,1771007940,2026-02-13 18:39:00,2026-02-13 18:39:00,1,1,1,14.01388012609179,14.01388012609179,3.0,22.83124,7.610413333333334,22.83124,True,1,0.07065217391304335,0.01,15502.97,0.708080451681194,-1.219854368990716,7.616867247541253,7.616867247541252,-1.219854368990716,7.616867247541253,7.616867247541252,mixed,1308327_YES.csv,1308327_YES
