bucket,datetime,trade_count,size_sum,amount_sum,vwap,avg_trade_size,max_trade_size,midpoint,midpoint_return,abs_midpoint_return,spread,spread_pct,bid_depth_top5,ask_depth_top5,total_depth,depth_change,depth_imbalance,depth_drop,abs_depth_imbalance,market_file,market_stem
1770982080,2026-02-13 11:28:00,2,504.347825,115.999999,0.22999999851247502,57.9999995,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982140,2026-02-13 11:29:00,3,18.3,4.3238,0.23627322403080475,1.4412666666666667,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982200,2026-02-13 11:30:00,4,135.220335,31.911997000000003,0.23599998476385964,7.977999250000001,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982260,2026-02-13 11:31:00,2,55.685651,13.259998,0.23812234860578138,6.629999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982320,2026-02-13 11:32:00,1,84.74,19.57494,0.230999999997274,19.57494,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982380,2026-02-13 11:33:00,2,57.45825,13.75725,0.2394303690028946,6.878625,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982440,2026-02-13 11:34:00,6,374.16344399999997,87.288789,0.23329053225137275,14.548131499999998,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982560,2026-02-13 11:36:00,5,11912.287226999999,3010.597848,0.2527304614663777,602.1195696,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982620,2026-02-13 11:37:00,3,256.36,59.8564,0.23348572320083677,19.952133333333332,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982680,2026-02-13 11:38:00,3,454.487254,114.84595800000001,0.25269346277364974,38.281986,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982740,2026-02-13 11:39:00,5,330.508461,80.35799800000001,0.2431344654736596,16.071599600000003,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982800,2026-02-13 11:40:00,6,517.3547249999999,131.685098,0.2545354118486991,21.947516333333336,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982860,2026-02-13 11:41:00,2,38.609843,9.961339,0.25799998719865297,4.9806695,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982920,2026-02-13 11:42:00,3,1452.60652,402.67039800000003,0.2772054182984961,134.223466,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770982980,2026-02-13 11:43:00,1,2.02,0.5454,0.2699999998663366,0.5454,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770983040,2026-02-13 11:44:00,2,130.043025,33.881699,0.2605422243887318,16.9408495,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770983100,2026-02-13 11:45:00,5,312.928351,79.604479,0.2543856405000057,15.9208958,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770983160,2026-02-13 11:46:00,3,568.856152,143.382519,0.25205408871054624,47.794173,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770983220,2026-02-13 11:47:00,4,202.478499,52.860838,0.2610688950224731,13.2152095,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770983340,2026-02-13 11:49:00,5,407.849275,107.658197,0.26396564515098386,21.5316394,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770983400,2026-02-13 11:50:00,4,444.168135,116.494719,0.262276173863165,29.12367975,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770983460,2026-02-13 11:51:00,3,313.108824,81.84039899999999,0.26138004657364305,27.280132999999996,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770983520,2026-02-13 11:52:00,2,55.04,14.3104,0.2599999999952762,7.1552,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770983580,2026-02-13 11:53:00,4,2296.679388,604.241739,0.2630936395201091,151.06043475,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
1770983640,2026-02-13 11:54:00,3,22.369999999999997,5.82655,0.26046267321142325,1.9421833333333334,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1308327_YES.csv,1308327_YES
