timestamp,datetime,midpoint,best_bid,best_ask,spread,bid_depth_top5,ask_depth_top5
1771065914,2026-02-14T18:45:14.022066,0.0225,0.024,0.021,0.003,19222.21,61724.95
1771066094,2026-02-14T18:48:14.065880,0.022,0.023,0.021,0.002,19996.01,62179.740000000005
1771066274,2026-02-14T18:51:14.056523,0.022,0.023,0.021,0.002,22213.73,61744.3
1771066454,2026-02-14T18:54:14.062676,0.022,0.023,0.021,0.002,23695.129999999997,85735.65000000001
1771066634,2026-02-14T18:57:14.219799,0.0215,0.022,0.021,0.001,23930.86,84153.19
1771066814,2026-02-14T19:00:14.173141,0.0215,0.022,0.021,0.001,23674.35,85864.92
1771066994,2026-02-14T19:03:14.313178,0.0225,0.023,0.022,0.001,18495.75,86518.75
1771067174,2026-02-14T19:06:14.218927,0.023,0.024,0.022,0.002,18131.52,88320.53
1771067354,2026-02-14T19:09:14.219387,0.0225,0.023,0.022,0.001,23233.399999999998,96997.1
1771067534,2026-02-14T19:12:14.274073,0.0225,0.023,0.021,0.001,21718.89,97132.39
1771067714,2026-02-14T19:15:14.257079,0.022,0.023,0.021,0.002,21687.79,111193.62
1771067894,2026-02-14T19:18:14.383723,0.022,0.023,0.021,0.002,21314.57,109266.59
1771068074,2026-02-14T19:21:14.417256,0.0205,0.021,0.02,0.001,12610.029999999999,126980.28
1771068254,2026-02-14T19:24:14.457473,0.0205,0.021,0.02,0.001,11945.13,128810.5
1771068434,2026-02-14T19:27:14.432804,0.0195,0.02,0.019,0.001,11819.35,127360.66
1771068614,2026-02-14T19:30:14.438195,0.0195,0.02,0.019,0.001,11814.77,130221.76000000001
1771068799,2026-02-14T19:33:19.266154,0.018,,,0.002,43938.590000000004,65473.05
1771068974,2026-02-14T19:36:14.488135,0.0185,0.02,0.017,0.003,49939.74,69501.09
1771069154,2026-02-14T19:39:14.467767,0.0185,0.02,0.017,0.003,50139.74,70409.85
1771069334,2026-02-14T19:42:14.552406,0.019,0.02,0.018,0.002,23150.05,70039.95
1771069514,2026-02-14T19:45:14.678527,0.0175,0.019,0.016,0.003,47090.43,73310.90000000001
1771069694,2026-02-14T19:48:14.685001,0.0165,0.017,0.016,0.001,44329.06,54528.85
1771069874,2026-02-14T19:51:14.672747,0.0175,0.018,0.017,0.001,41910.23,55428.87
1771070054,2026-02-14T19:54:14.692496,0.017,0.018,0.016,0.002,46673.64,53232.18
1771070234,2026-02-14T19:57:14.700772,0.018,0.019,0.017,0.002,49514.46,68868.21
1771070414,2026-02-14T20:00:14.625109,0.018,0.019,0.017,0.002,49489.23,72476.82
1771070594,2026-02-14T20:03:14.714768,0.018,0.019,0.017,0.002,49531.73,72359.21
1771070774,2026-02-14T20:06:14.823143,0.018,0.019,0.017,0.002,49928.740000000005,65154.47
1771070954,2026-02-14T20:09:14.769127,0.018,0.019,0.017,0.002,50003.64,73874.89
1771071134,2026-02-14T20:12:14.876224,0.0185,0.019,0.018,0.001,21456.81,73088.51000000001
