start,end,start_datetime,end_datetime,duration_buckets,duration_minutes,num_anomalous_buckets,peak_stress_score,peak_stress_score,peak_trade_count,peak_amount_sum,peak_avg_trade_size,total_amount,snapshot_covered,num_snapshot_buckets,max_abs_midpoint_return,max_spread,min_total_depth,max_abs_depth_imbalance,peak_activity_component,peak_liquidity_component,peak_price_component,mean_activity_component,mean_liquidity_component,mean_price_component,dominant_driver,market_file,market_stem
1771274940,1771275000,2026-02-16 20:49:00,2026-02-16 20:50:00,2,2,2,28.517862891381917,28.517862891381917,15.0,432.887376,72.147896,680.811139,True,2,0.016204913748039784,0.018,57099.54,0.4394312108293692,0.5887557831666511,20.805344488721595,7.609071000232868,0.34610159279705244,15.349677738337157,3.735815359303538,liquidity,572469_YES.csv,572469_YES
1771074900,1771074900,2026-02-14 13:15:00,2026-02-14 13:15:00,1,1,1,24.547766833366275,24.547766833366275,1.0,16688.41132,16688.41132,16688.41132,True,1,0.0005189413596262682,0.002,274908.72,0.29452808917810974,13.880441709411851,7.356774832812905,3.310550291141519,13.880441709411851,7.356774832812905,3.310550291141519,activity,572469_YES.csv,572469_YES
1771056060,1771056060,2026-02-14 08:01:00,2026-02-14 08:01:00,1,1,1,21.005901855174788,21.005901855174788,9.0,57760.893315999994,6417.877035111111,57760.893315999994,True,1,0.0,0.003,189150.99000000002,0.3096717072429808,17.20858312188962,4.134948546235898,-0.3376298129507317,17.20858312188962,4.134948546235898,-0.3376298129507317,activity,572469_YES.csv,572469_YES
1771220400,1771220400,2026-02-16 05:40:00,2026-02-16 05:40:00,1,1,1,20.212005869565218,20.212005869565218,1.0,5690.465719999999,5690.465719999999,5690.465719999999,True,1,0.001045478306325176,0.001,130515.7,0.5380897470572505,13.723251536726558,0.7526741534161632,5.7360801794224985,13.723251536726558,0.7526741534161632,5.7360801794224985,activity,572469_YES.csv,572469_YES
1771596600,1771596600,2026-02-20 14:10:00,2026-02-20 14:10:00,1,1,1,19.699086995396637,19.699086995396637,14.0,41167.333622000006,2940.5238301428576,41167.333622000006,True,1,0.0,0.001,127289.16,0.8493744479105684,20.782136163643095,-0.6577915991872435,-0.4252575690592113,20.782136163643095,-0.6577915991872435,-0.4252575690592113,activity,572469_YES.csv,572469_YES
1771307580,1771307580,2026-02-17 05:53:00,2026-02-17 05:53:00,1,1,1,18.879915157907863,18.879915157907863,1.0,12304.55633,12304.55633,12304.55633,True,1,0.001058761249338236,0.001,66042.51,0.6084376562913797,12.291342940426347,2.2677575174938225,4.320814699987693,12.291342940426347,2.2677575174938225,4.320814699987693,activity,572469_YES.csv,572469_YES
1771106580,1771106580,2026-02-14 22:03:00,2026-02-14 22:03:00,1,1,1,18.074018837352686,18.074018837352686,1.0,6388.8,6388.8,6388.8,True,1,0.0,0.001,152844.32,0.12443471893492672,13.689248204374564,4.568911982060384,-0.18414134908226326,13.689248204374564,4.568911982060384,-0.18414134908226326,activity,572469_YES.csv,572469_YES
1771404420,1771404420,2026-02-18 08:47:00,2026-02-18 08:47:00,1,1,1,17.929245222243864,17.929245222243864,2.0,6939.98382,3469.99191,6939.98382,True,1,0.0005299417064121847,0.002,51438.740000000005,0.8352755141358439,14.71106606429521,1.3246309442038016,1.8935482137448523,14.71106606429521,1.3246309442038016,1.8935482137448523,activity,572469_YES.csv,572469_YES
1771085460,1771085460,2026-02-14 16:11:00,2026-02-14 16:11:00,1,1,1,17.88045730241793,17.88045730241793,2.0,14397.387679999998,7198.693839999999,14397.387679999998,True,1,0.0,0.002,212567.08000000002,0.30298172228738335,14.939007875686059,3.226323758708092,-0.284874331976218,14.939007875686059,3.226323758708092,-0.284874331976218,activity,572469_YES.csv,572469_YES
1771458420,1771458420,2026-02-18 23:47:00,2026-02-18 23:47:00,1,1,1,17.714795694461472,17.714795694461472,1.0,2216.39412,2216.39412,2216.39412,True,1,0.0005305039787798504,0.002,249859.55,0.4740221056189367,12.097963129167745,1.9075415640910625,3.709291001202663,12.097963129167745,1.9075415640910625,3.709291001202663,activity,572469_YES.csv,572469_YES
1770984600,1770984600,2026-02-13 12:10:00,2026-02-13 12:10:00,1,1,1,17.692867759898412,17.692867759898412,7.0,17301.269640000002,2471.609948571429,17301.269640000002,False,0,,,,,17.692867759898412,0.0,0.0,17.692867759898412,0.0,0.0,activity,572469_YES.csv,572469_YES
1771595160,1771595220,2026-02-20 13:46:00,2026-02-20 13:47:00,2,2,2,17.520519897306723,17.520519897306723,3.0,997.849998,997.849998,1559.618427,True,2,0.0015932023366966863,0.002,81337.07,0.8754718495881516,12.681533445871857,7.121026782880547,4.63131650819032,9.224855026053858,3.366792669183261,2.1597273727409316,activity,572469_YES.csv,572469_YES
1771529700,1771529700,2026-02-19 19:35:00,2026-02-19 19:35:00,1,1,1,17.462331565780207,17.462331565780207,2.0,9188.224919999999,4594.112459999999,9188.224919999999,True,1,0.0005305039787798504,0.002,149554.35,0.7904427387100408,15.433375753894763,1.1139994685786587,0.9149563433067829,15.433375753894763,1.1139994685786587,0.9149563433067829,activity,572469_YES.csv,572469_YES
1771272900,1771272960,2026-02-16 20:15:00,2026-02-16 20:16:00,2,2,2,16.654692482453175,16.654692482453175,191.0,368.020692,1.9268099057591623,497.945268,True,2,0.0005230125523012497,0.002,87706.39,0.2216567163491571,8.82799183200525,5.571784650215324,2.2549160002326003,7.991932962554127,5.166932926800488,1.0182220624089713,activity,572469_YES.csv,572469_YES
1771506840,1771506840,2026-02-19 13:14:00,2026-02-19 13:14:00,1,1,1,16.449183914576825,16.449183914576825,1.0,1414.5,1414.5,1414.5,True,1,0.001585623678646897,0.003,56042.119999999995,0.4745180946045582,10.281884788207709,2.980602618908531,3.186696507460585,10.281884788207709,2.980602618908531,3.186696507460585,activity,572469_YES.csv,572469_YES
1770986880,1770986940,2026-02-13 12:48:00,2026-02-13 12:49:00,2,2,2,16.254081883373846,16.254081883373846,14.0,53737.595377,4638.808027499999,72292.827487,False,0,,,,,16.254081883373846,0.0,0.0,14.299104104870862,0.0,0.0,activity,572469_YES.csv,572469_YES
1771506600,1771506600,2026-02-19 13:10:00,2026-02-19 13:10:00,1,1,1,16.086101697114525,16.086101697114525,1.0,1250.52724,1250.52724,1250.52724,True,1,0.0,0.002,53971.99,0.5324878700970633,13.70978692699844,2.748546894363755,-0.3722321242476692,13.70978692699844,2.748546894363755,-0.3722321242476692,activity,572469_YES.csv,572469_YES
1771119540,1771119540,2026-02-15 01:39:00,2026-02-15 01:39:00,1,1,1,15.944319914836127,15.944319914836127,6.0,11925.122238,1987.520373,11925.122238,True,1,0.0,0.001,154288.78,0.1159683808505064,17.822463318885596,-1.5957391115589015,-0.28240429249056687,17.822463318885596,-1.5957391115589015,-0.28240429249056687,activity,572469_YES.csv,572469_YES
1771320540,1771320540,2026-02-17 09:29:00,2026-02-17 09:29:00,1,1,1,15.624737250408998,15.624737250408998,1.0,43.608,43.608,43.608,True,1,0.0010565240359217132,0.001,92296.79,0.5147079329627824,-1.3334278208090657,10.755641176275144,6.202523894942918,-1.3334278208090657,10.755641176275144,6.202523894942918,liquidity,572469_YES.csv,572469_YES
1771304280,1771304280,2026-02-17 04:58:00,2026-02-17 04:58:00,1,1,1,15.511302028595333,15.511302028595333,2.0,9670.8356,4835.4178,9670.8356,True,1,0.0,0.001,74747.64,0.534865314811277,15.480871803392937,0.1595296700759777,-0.12909944487358177,15.480871803392937,0.1595296700759777,-0.12909944487358177,activity,572469_YES.csv,572469_YES
