timestamp,datetime,midpoint,best_bid,best_ask,spread,bid_depth_top5,ask_depth_top5
1771007703,2026-02-14T02:35:03.239846,0.9995,1.0,0.999,0.001,129629.85,0
1771007952,2026-02-14T02:39:12.872952,0.9995,1.0,0.999,0.001,118857.87,0
1771008132,2026-02-14T02:42:12.839568,0.9995,1.0,0.999,0.001,108921.87,0
1771008492,2026-02-14T02:48:12.865748,0.9995,1.0,0.999,0.001,108921.87,0
1771008679,2026-02-14T02:51:19.447766,0.9995,1.0,0.999,0.001,144857.87,0
1771008853,2026-02-14T02:54:13.050803,0.9995,1.0,0.999,0.001,144857.87,0
1771009037,2026-02-14T02:57:17.815117,0.9995,1.0,0.999,0.001,144857.87,0
1771009213,2026-02-14T03:00:13.089776,0.9995,1.0,0.999,0.001,144958.57,0
1771009393,2026-02-14T03:03:13.083120,0.9995,1.0,0.999,0.001,427323.66,0
1771009573,2026-02-14T03:06:13.212471,0.9995,1.0,0.999,0.001,426701.57,0
1771009753,2026-02-14T03:09:13.142245,0.9995,1.0,0.999,0.001,540877.56,0
1771009938,2026-02-14T03:12:18.098532,0.9995,1.0,0.999,0.001,541006.56,0
1771010113,2026-02-14T03:15:13.252833,0.9995,1.0,0.999,0.001,540970.71,0
1771010293,2026-02-14T03:18:13.526895,0.9995,1.0,0.999,0.001,540990.93,0
1771010473,2026-02-14T03:21:13.448863,0.9995,1.0,0.999,0.001,540961.96,0
1771010653,2026-02-14T03:24:13.273738,0.9995,1.0,0.999,0.001,540961.96,0
1771010833,2026-02-14T03:27:13.260576,0.9995,1.0,0.999,0.001,540941.74,0
1771011013,2026-02-14T03:30:13.666033,0.9995,1.0,0.999,0.001,540722.65,0
1771011193,2026-02-14T03:33:13.072097,0.9995,1.0,0.999,0.001,540725.62,0
1771011373,2026-02-14T03:36:13.679926,0.9995,1.0,0.999,0.001,540725.62,0
1771011553,2026-02-14T03:39:13.491128,0.9995,1.0,0.999,0.001,540725.62,0
1771011733,2026-02-14T03:42:13.382613,0.9995,1.0,0.999,0.001,540725.62,0
