bucket,datetime,trade_count,size_sum,amount_sum,vwap,avg_trade_size,max_trade_size,midpoint,midpoint_return,abs_midpoint_return,spread,spread_pct,bid_depth_top5,ask_depth_top5,total_depth,depth_change,depth_imbalance,depth_drop,abs_depth_imbalance,market_file,market_stem
1770813180,2026-02-11 12:33:00,1,16.18,2.9124,0.17999999998887514,2.9124,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770817500,2026-02-11 13:45:00,1,136.363635,29.999998999999995,0.21999999486505328,29.999998999999995,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770818820,2026-02-11 14:07:00,1,3.846152,0.999999,0.2599998647323351,0.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770819000,2026-02-11 14:10:00,3,25.0,7.9,0.31599999998736,2.6333333333333333,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770819180,2026-02-11 14:13:00,3,43.0,13.129999999999999,0.3053488372022012,4.376666666666666,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770819300,2026-02-11 14:15:00,3,452.34,140.2254,0.30999999999931466,46.741800000000005,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770821040,2026-02-11 14:44:00,2,31.0,5.58,0.17999999999419355,2.79,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770821340,2026-02-11 14:49:00,1,111.11111,19.999999,0.1799999927983799,19.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770821940,2026-02-11 14:59:00,1,247.47,32.740199999999994,0.13229967268706377,32.740199999999994,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770822900,2026-02-11 15:15:00,1,71.42857,9.999999,0.13999998879803968,9.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770822960,2026-02-11 15:16:00,1,2178.714284,299.999999,0.1376958884434717,299.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770823620,2026-02-11 15:27:00,1,1467.714284,199.999999,0.13626630276759216,199.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770824040,2026-02-11 15:34:00,1,4727.27,568.7424000000001,0.12031096171783703,568.7424000000001,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770824340,2026-02-11 15:39:00,1,3374.733332,500.659999,0.14835542537612614,500.659999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770825360,2026-02-11 15:56:00,2,30.0,3.9,0.12999999999566667,1.95,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770825420,2026-02-11 15:57:00,1,16.0,2.08,0.129999999991875,2.08,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770825720,2026-02-11 16:02:00,1,15.0,1.95,0.12999999999133335,1.95,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770825840,2026-02-11 16:04:00,1,15.0,1.95,0.12999999999133335,1.95,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770825960,2026-02-11 16:06:00,1,16.0,2.08,0.129999999991875,2.08,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770826140,2026-02-11 16:09:00,1,16.0,2.08,0.129999999991875,2.08,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770826200,2026-02-11 16:10:00,2,81.0,10.53,0.12999999999839507,5.265,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770826260,2026-02-11 16:11:00,1,7.81,1.0934,0.1399999999820743,1.0934,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770826800,2026-02-11 16:20:00,2,31.0,4.96,0.15999999999483872,2.48,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770827220,2026-02-11 16:27:00,3,72.72,10.180800000000001,0.13999999999807483,3.3936000000000006,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770827280,2026-02-11 16:28:00,2,59.14,8.2796,0.13999999999763274,4.1398,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770828000,2026-02-11 16:40:00,5,172.42000000000002,20.6904,0.11999999999930402,4.13808,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770828060,2026-02-11 16:41:00,5,214.10999999999999,25.693199999999997,0.11999999999943954,5.13864,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770828120,2026-02-11 16:42:00,2,31.0,3.7199999999999998,0.11999999999612902,1.8599999999999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770829380,2026-02-11 17:03:00,2,25.0,2.5,0.099999999996,1.25,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770829440,2026-02-11 17:04:00,4,153.0,15.3,0.09999999999934642,3.825,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770829500,2026-02-11 17:05:00,2,31.0,3.1,0.0999999999967742,1.55,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770829560,2026-02-11 17:06:00,3,49.0,4.9,0.0999999999979592,1.6333333333333335,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770829620,2026-02-11 17:07:00,2,36.0,3.6,0.09999999999722224,1.8,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770830160,2026-02-11 17:16:00,3,621.96,69.73519999999999,0.11212167985061397,23.245066666666663,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770830580,2026-02-11 17:23:00,1,17.0,2.04,0.11999999999294118,2.04,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770831060,2026-02-11 17:31:00,2,109.24,15.2436,0.13954229219938172,7.6218,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770831900,2026-02-11 17:45:00,1,165.03,19.8036,0.11999999999927287,19.8036,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770832080,2026-02-11 17:48:00,1,1000.0,130.0,0.12999999999987,130.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770832560,2026-02-11 17:56:00,1,7.692306,0.999999,0.12999989858307762,0.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770833760,2026-02-11 18:16:00,1,5.0,0.55,0.109999999978,0.55,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770835560,2026-02-11 18:46:00,1,12.22,1.833,0.14999999998772504,1.833,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770835920,2026-02-11 18:52:00,1,5.0,0.8,0.15999999996800002,0.8,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770836700,2026-02-11 19:05:00,2,201.19,34.2023,0.16999999999915505,17.10115,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770836880,2026-02-11 19:08:00,1,49.27,8.8686,0.17999999999634667,8.8686,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770836940,2026-02-11 19:09:00,2,163.0,29.34,0.17999999999889568,14.67,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770837120,2026-02-11 19:12:00,1,15.0,2.7,0.17999999998799998,2.7,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770837180,2026-02-11 19:13:00,2,42.0,7.56,0.17999999999571428,3.78,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770837960,2026-02-11 19:26:00,2,110.0,20.9,0.18999999999827272,10.45,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770838080,2026-02-11 19:28:00,1,1002.5,199.0,0.198503740648181,199.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770838620,2026-02-11 19:37:00,1,15.0,2.85,0.18999999998733333,2.85,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770838680,2026-02-11 19:38:00,1,15.0,2.85,0.18999999998733333,2.85,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770838740,2026-02-11 19:39:00,1,16.0,3.04,0.189999999988125,3.04,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770838980,2026-02-11 19:43:00,1,10.0,2.1,0.209999999979,2.1,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770839160,2026-02-11 19:46:00,1,19.0,3.8,0.1999999999894737,3.8,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770840060,2026-02-11 20:01:00,1,16.0,3.04,0.189999999988125,3.04,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770840900,2026-02-11 20:15:00,1,15.0,2.85,0.18999999998733333,2.85,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770841800,2026-02-11 20:30:00,2,100.505293,16.375999,0.1629366823480337,8.1879995,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770841860,2026-02-11 20:31:00,1,44.444443,7.999999,0.1799999833459494,7.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770842040,2026-02-11 20:34:00,1,52.941175,8.999999,0.1699999858301218,8.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770844200,2026-02-11 21:10:00,1,15.0,2.85,0.18999999998733333,2.85,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770844920,2026-02-11 21:22:00,1,250.0,50.0,0.1999999999992,50.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770844980,2026-02-11 21:23:00,1,16.0,3.2,0.1999999999875,3.2,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770845040,2026-02-11 21:24:00,1,24.41,4.882000000000001,0.19999999999180665,4.882000000000001,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770845580,2026-02-11 21:33:00,2,192.25,44.2175,0.22999999999880366,22.10875,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770846120,2026-02-11 21:42:00,1,44.71,11.1775,0.24999999999440842,11.1775,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770846540,2026-02-11 21:49:00,1,5.0,1.1,0.219999999956,1.1,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770846660,2026-02-11 21:51:00,3,59.0,13.95,0.23644067796209423,4.6499999999999995,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770846720,2026-02-11 21:52:00,3,89.0,21.36,0.23999999999730334,7.12,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770848160,2026-02-11 22:16:00,2,35.0,6.65,0.18999999999457146,3.325,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770849120,2026-02-11 22:32:00,1,26.315788,4.999999,0.18999997263277843,4.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770849540,2026-02-11 22:39:00,1,51.0,8.4747,0.16617058823203584,8.4747,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770850140,2026-02-11 22:49:00,1,10.0,1.9,0.18999999998099998,1.9,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770850380,2026-02-11 22:53:00,1,51.0,8.21,0.16098039215370621,8.21,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770850740,2026-02-11 22:59:00,1,51.0,8.16,0.15999999999686276,8.16,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770850860,2026-02-11 23:01:00,1,19.53,3.1248000000000005,0.1599999999918075,3.1248000000000005,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770854640,2026-02-12 00:04:00,1,31.25,5.0,0.15999999999488,5.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770855540,2026-02-12 00:19:00,1,5.89,0.8835,0.14999999997453312,0.8835,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770855840,2026-02-12 00:24:00,1,26.47,3.7969,0.14344163203084836,3.7969,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770856320,2026-02-12 00:32:00,1,12.36,1.9776,0.15999999998705502,1.9776,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770858000,2026-02-12 01:00:00,1,51.0,8.16,0.15999999999686276,8.16,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770867420,2026-02-12 03:37:00,1,58.823528,9.999999,0.1699999870771097,9.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770867480,2026-02-12 03:38:00,1,5.882351,0.999999,0.1699998860710624,0.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770869160,2026-02-12 04:06:00,1,150.06,21.158400000000004,0.1409996001589964,21.158400000000004,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770869520,2026-02-12 04:12:00,1,10.0,1.6,0.159999999984,1.6,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770869880,2026-02-12 04:18:00,1,200.0,28.000000000000004,0.13999999999930002,28.000000000000004,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770872520,2026-02-12 05:02:00,1,16.0,1.92,0.1199999999925,1.92,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770875880,2026-02-12 05:58:00,1,71.7,7.887,0.10999999999846582,7.887,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770876000,2026-02-12 06:00:00,1,15.384614,1.999999,0.12999994669154522,1.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770877500,2026-02-12 06:25:00,1,15.0,1.95,0.12999999999133335,1.95,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770877560,2026-02-12 06:26:00,1,15.0,1.95,0.12999999999133335,1.95,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770877620,2026-02-12 06:27:00,2,32.0,4.16,0.12999999999593753,2.08,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770877800,2026-02-12 06:30:00,1,15.0,1.95,0.12999999999133335,1.95,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770879480,2026-02-12 06:58:00,1,115.384614,14.999999,0.1299999928922065,14.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770879540,2026-02-12 06:59:00,1,69.230768,8.999998999999999,0.1299999878647886,8.999998999999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770879960,2026-02-12 07:06:00,1,115.384614,14.999999,0.1299999928922065,14.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770880080,2026-02-12 07:08:00,5,1190.0,142.8,0.11999999999989915,28.560000000000002,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770880140,2026-02-12 07:09:00,1,22.0,2.64,0.11999999999454544,2.64,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770880260,2026-02-12 07:11:00,1,123.076922,15.999998999999995,0.12999999301144363,15.999998999999995,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770880320,2026-02-12 07:12:00,1,200.0,26.0,0.12999999999935,26.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770880980,2026-02-12 07:23:00,1,82.5,11.55,0.13999999999830304,11.55,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770881160,2026-02-12 07:26:00,1,20.0,3.0,0.1499999999925,3.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770881340,2026-02-12 07:29:00,1,20.0,2.4,0.11999999999399999,2.4,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770881580,2026-02-12 07:33:00,1,13.0,1.69,0.12999999999,1.69,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770881880,2026-02-12 07:38:00,1,50.0,6.5,0.1299999999974,6.5,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770882060,2026-02-12 07:41:00,1,7.142856,0.999999,0.1399998823803811,0.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770884640,2026-02-12 08:24:00,1,5.0,0.55,0.109999999978,0.55,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770884760,2026-02-12 08:26:00,1,11.076922,1.4399989999999998,0.12999992234936739,1.4399989999999998,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770885480,2026-02-12 08:38:00,1,5.0,0.5,0.09999999998,0.5,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770885540,2026-02-12 08:39:00,1,41.0,3.69,0.08999999999780488,3.69,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770885900,2026-02-12 08:45:00,2,20.0,2.0,0.099999999995,1.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770886260,2026-02-12 08:51:00,2,15.0,1.5,0.09999999999333334,0.75,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770887760,2026-02-12 09:16:00,1,8.333332,0.999999,0.1199998991855838,0.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770888480,2026-02-12 09:28:00,1,25.0,3.0,0.1199999999952,3.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770888660,2026-02-12 09:31:00,1,41.666665,4.999999,0.11999998079711921,4.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770888720,2026-02-12 09:32:00,1,41.67,5.0004,0.11999999999712023,5.0004,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770888840,2026-02-12 09:34:00,4,59.333332,7.119999,0.11999998584067385,1.77999975,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770889200,2026-02-12 09:40:00,1,100.0,12.0,0.1199999999988,12.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770889320,2026-02-12 09:42:00,1,10.0,1.2,0.119999999988,1.2,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770890040,2026-02-12 09:54:00,2,488.0,67.57000000000001,0.13846311475381465,33.785000000000004,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770890100,2026-02-12 09:55:00,1,58.82,7.1584,0.12170010200405128,7.1584,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770890160,2026-02-12 09:56:00,1,60.0,9.0,0.14999999999750002,9.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770890220,2026-02-12 09:57:00,1,10.0,1.4,0.13999999998600002,1.4,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770890580,2026-02-12 10:03:00,2,153.0,21.420000000000005,0.13999999999908502,10.710000000000003,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770890820,2026-02-12 10:07:00,2,124.0,17.36,0.139999999998871,8.68,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770891360,2026-02-12 10:16:00,1,43.0,5.59,0.12999999999697676,5.59,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
1770891900,2026-02-12 10:25:00,1,15.0,1.95,0.12999999999133335,1.95,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1345822_YES.csv,1345822_YES
