bucket,datetime,trade_count,size_sum,amount_sum,vwap,avg_trade_size,max_trade_size,midpoint,midpoint_return,abs_midpoint_return,spread,spread_pct,bid_depth_top5,ask_depth_top5,total_depth,depth_change,depth_imbalance,depth_drop,abs_depth_imbalance,z_trade_count,z_amount_sum,z_avg_trade_size,z_spread,z_depth_drop,z_abs_midpoint_return,z_abs_depth_imbalance,activity_score,liquidity_score,price_dislocation_score,stress_score,is_stress_anomaly,market_file,market_stem
1770790800,2026-02-11 06:20:00,1,250.0,50.0,0.1999999999992,50.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770791220,2026-02-11 06:27:00,1,27.0,5.67,0.2099999999922222,5.67,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770792480,2026-02-11 06:48:00,3,30.0,5.699999999999999,0.18999999999366665,1.8999999999999997,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770792540,2026-02-11 06:49:00,1,10.0,1.9,0.18999999998099998,1.9,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770792600,2026-02-11 06:50:00,5,89.95,17.0905,0.1899999999978877,3.4181,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770792780,2026-02-11 06:53:00,5,601.0,108.17999999999999,0.17999999999970048,21.636,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770792840,2026-02-11 06:54:00,4,451.0,81.18,0.17999999999960087,20.295,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770792960,2026-02-11 06:56:00,2,42.0,7.56,0.17999999999571428,3.78,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770793020,2026-02-11 06:57:00,2,42.0,7.56,0.17999999999571428,3.78,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770793320,2026-02-11 07:02:00,2,40.0,7.2,0.1799999999955,3.6,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770793440,2026-02-11 07:04:00,1,8.0,1.44,0.1799999999775,1.44,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770793980,2026-02-11 07:13:00,1,8.97,1.6146,0.1799999999799331,1.6146,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770794040,2026-02-11 07:14:00,1,410.0,77.9,0.1899999999995366,77.9,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770794220,2026-02-11 07:17:00,1,5.0,0.8999999999999999,0.17999999996399998,0.8999999999999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770794460,2026-02-11 07:21:00,1,104.36,20.872,0.19999999999808354,20.872,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770794520,2026-02-11 07:22:00,1,45.7,9.14,0.19999999999562365,9.14,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770795720,2026-02-11 07:42:00,1,120.14,21.6252,0.17999999999850175,21.6252,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770797280,2026-02-11 08:08:00,1,84.0,15.12,0.17999999999785712,15.12,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770800700,2026-02-11 09:05:00,2,9.99,1.998,0.19999999997998,0.999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1345822_YES.csv,1345822_YES
1770802680,2026-02-11 09:38:00,1,52.631577,9.999999,0.1899999880263895,9.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,-0.6303354033327383,-0.4051847636045018,-0.19599316185818796,0.0,0.0,0.0,0.0,-1.231513328795428,0.0,0.0,-1.231513328795428,False,1345822_YES.csv,1345822_YES
1770807600,2026-02-11 11:00:00,4,99.1875,15.87,0.15999999999838688,3.9675,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1.4672264726165067,-0.21169416645680972,-0.49398456958841996,0.0,0.0,0.0,0.0,0.7615477365712771,0.0,0.0,0.7615477365712771,False,1345822_YES.csv,1345822_YES
1770807660,2026-02-11 11:01:00,2,185.0,29.6,0.15999999999913514,14.8,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.033373971903812534,0.23403745442875531,0.07691311939303887,0.0,0.0,0.0,0.0,0.3443245457256067,0.0,0.0,0.3443245457256067,False,1345822_YES.csv,1345822_YES
1770808740,2026-02-11 11:19:00,1,100.0,17.0,0.16999999999829998,17.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,-0.6786080080246291,-0.1856313137975133,0.1917853083528758,0.0,0.0,0.0,0.0,-0.6724540134692666,0.0,0.0,-0.6724540134692666,False,1345822_YES.csv,1345822_YES
1770809820,2026-02-11 11:37:00,1,79.5,15.9,0.19999999999748427,15.9,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,-0.6583779601881723,-0.21873351861252652,0.1281792041872747,0.0,0.0,0.0,0.0,-0.7489322746134242,0.0,0.0,-0.7489322746134242,False,1345822_YES.csv,1345822_YES
1770812100,2026-02-11 12:15:00,1,5.0,0.95,0.18999999996199998,0.95,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,-0.6398742623099725,-0.7212919901091156,-0.6967741633381954,0.0,0.0,0.0,0.0,-2.0579404157572836,0.0,0.0,-2.0579404157572836,False,1345822_YES.csv,1345822_YES
1770812460,2026-02-11 12:21:00,1,79.0,15.8,0.19999999999746834,15.8,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,-0.6228630156509113,-0.1906285907567508,0.14994145451951363,0.0,0.0,0.0,0.0,-0.6635501518881484,0.0,0.0,-0.6635501518881484,False,1345822_YES.csv,1345822_YES
1770812520,2026-02-11 12:22:00,1,14.4,2.736,0.18999999998680556,2.736,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,-0.6071525831776222,-0.6459864824437328,-0.5972574380834026,0.0,0.0,0.0,0.0,-1.8503965037047576,0.0,0.0,-1.8503965037047576,False,1345822_YES.csv,1345822_YES
1770812580,2026-02-11 12:23:00,1,0.5,0.095,0.18999999962000003,0.095,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,-0.5925842297632988,-0.722397798620403,-0.7325968780694397,0.0,0.0,0.0,0.0,-2.0475789064531416,0.0,0.0,-2.0475789064531416,False,1345822_YES.csv,1345822_YES
1770813180,2026-02-11 12:33:00,1,16.18,2.9124,0.17999999998887514,2.9124,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,-0.5790251809684038,-0.6039112452777111,-0.5520767080696496,0.0,0.0,0.0,0.0,-1.7350131343157646,0.0,0.0,-1.7350131343157646,False,1345822_YES.csv,1345822_YES
1770817500,2026-02-11 13:45:00,1,136.363635,29.999998999999995,0.21999999486505328,29.999998999999995,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,-0.5663633942590739,0.3997243319244489,1.0441687089726617,0.0,0.0,0.0,0.0,0.8775296466380367,0.0,0.0,0.8775296466380367,False,1345822_YES.csv,1345822_YES
1770818820,2026-02-11 14:07:00,1,3.846152,0.999999,0.2599998647323351,0.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,-0.5545035643209695,-0.6825624444965466,-0.6853265684437774,0.0,0.0,0.0,0.0,-1.9223925772612933,0.0,0.0,-1.9223925772612933,False,1345822_YES.csv,1345822_YES
1770819000,2026-02-11 14:10:00,3,25.0,7.9,0.31599999998736,2.6333333333333333,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1.0464879458681517,-0.4112489197122411,-0.5740066922879634,0.0,0.0,0.0,0.0,0.06123233386794724,0.0,0.0,0.06123233386794724,False,1345822_YES.csv,1345822_YES
1770819180,2026-02-11 14:13:00,3,43.0,13.129999999999999,0.3053488372022012,4.376666666666666,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,1.0137953255993992,-0.20536336585650047,-0.45848635127265236,0.0,0.0,0.0,0.0,0.34994560847024636,0.0,0.0,0.34994560847024636,False,1345822_YES.csv,1345822_YES
1770819300,2026-02-11 14:15:00,3,452.34,140.2254,0.30999999999931466,46.741800000000005,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,0.984014313039558,3.627567374370503,2.005344967642612,0.0,0.0,0.0,0.0,6.616926655052673,0.0,0.0,6.616926655052673,False,1345822_YES.csv,1345822_YES
